market_ids,city_ids,quarter,product_ids,firm_ids,brand_ids,shares,prices,sugar,mushy,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,demand_instruments8,demand_instruments9,demand_instruments10,demand_instruments11,demand_instruments12,demand_instruments13,demand_instruments14,demand_instruments15,demand_instruments16,demand_instruments17,demand_instruments18,demand_instruments19
C37Q1,37,1,F2B08,2,8,0.0087586744,0.11884713,11,0,-0.82382886,-0.015547762,0.10095099,-0.015606136,-0.18230838,-0.022842889,-1.8716741,0.063065834,-0.32096965,-0.022538337,0.043796965,-0.0055501201,0.0074347815,0.087362003,0.048521937,0.11689654,0.063589416,0.078763726,0.04744097,0.074597347
C37Q1,37,1,F2B15,2,15,0.0013548624,0.10131637,4,1,-0.82365778,-0.010677637,-1.1248001,-0.012688907,-0.2283688,-0.016240356,1.209029,-0.55149599,-0.20828035,-0.095133121,0.65502162,-0.25137721,0.0093006988,0.080112785,0.10053559,0.017418656,0.13286016,0.055155459,0.080211958,0.071558435
C37Q1,37,1,F2B16,2,16,0.010845955,0.14788239,3,1,-0.80576386,-0.04148362,-2.7212389,-0.16043317,-0.23089953,-0.053746244,2.5759443,-0.68496838,-0.88054456,-0.086188895,0.97542345,-0.28384973,0.019354755,0.10485908,0.17278808,0.17842966,0.077649267,0.12111653,0.056116392,0.11531157
C37Q1,37,1,F2B19,2,19,0.036989453,0.084418974,13,0,-0.83549857,-0.0053031926,-3.2954542,-0.010371786,-0.11680887,-0.0070210068,-1.513588,0.034517437,-0.058619444,0.067680362,1.009158,0.011357299,-0.0046976502,0.05384151,-0.050334193,0.075952964,0.033957784,0.042208181,0.042230701,0.038691659
C37Q1,37,1,F2B26,2,26,0.026383538,0.15128806,13,0,-0.79256062,-0.020860798,-1.2672948,-0.024477176,-0.17152845,-0.034304151,-2.4429485,0.069036039,-0.50714537,-0.018969743,-0.2131262,-0.00022683532,0.011270853,0.10880256,0.15701194,0.15492862,0.17948198,0.1053121,0.16225327,0.10687292
C37Q1,37,1,F2B28,2,28,0.0039117313,0.18597783,16,1,-0.67788992,-0.020000763,-6.5817097,-0.13246516,-0.13121911,-0.035205682,-2.6407678,-0.23697923,-0.49333305,-0.15799899,-3.2275814,-0.44087308,0.021692178,0.1417216,0.12362839,0.07741204,0.19537289,0.15566271,0.048282836,0.14671867
C37Q1,37,1,F2B40,2,40,0.0036969978,0.10339405,10,0,-0.83863277,-0.013215544,0.51463624,-0.012947554,-0.18835906,-0.017402003,-1.5839695,0.06089181,-0.2325068,-0.026413131,0.1094685,-0.0079206048,0.0056279523,0.068952977,0.16534564,0.041990034,0.10433058,0.062140348,0.065151657,0.069761293
C37Q1,37,1,F2B48,2,48,0.0017528454,0.12634254,3,0,-0.82130516,-0.024125964,-2.7156403,0.073874217,-0.23294752,-0.034844987,2.4207902,0.15692908,-0.53909109,-0.08296392,0.6696958,-0.009903327,0.014643788,0.092443507,0.091373108,0.14559343,0.1054215,0.097598052,0.093260798,0.092933584
C37Q1,37,1,F3B06,3,6,0.024865283,0.1652077,20,1,-0.62694296,-0.012991061,-12.430737,-0.23248915,-0.088106579,-0.017104354,-2.1613325,-0.13472483,-0.17539828,-0.22986133,-7.2760373,-0.53766107,0.014475076,0.12983219,0.15396139,0.070499561,0.1265204,0.11975321,0.037294788,0.12243378
C37Q1,37,1,F3B14,3,14,0.043674497,0.11898239,7,0,-0.83141158,-0.022323436,0.70877048,0.022558192,-0.22493979,-0.027908671,-0.69253231,0.10330762,-0.4139341,-0.071611817,0.15422901,-0.010288738,0.01258527,0.081307003,0.10256791,0.052805421,0.072793229,0.088501924,0.066333415,0.08173166
C37Q1,37,1,F4B02,4,2,0.011577283,0.1397084,14,0,-0.79518156,-0.014633334,-3.0698684,-0.027690712,-0.1475184,-0.025447681,-2.2827446,0.057462028,-0.35271239,0.011340683,0.075529172,0.0064092108,0.0048137559,0.098594908,0.13125388,0.11742587,0.063379385,0.097373805,0.1273644,0.10197851
C37Q1,37,1,F4B10,4,10,0.0051805011,0.099507663,6,0,-0.84340525,-0.019180272,0.2265837,0.017691188,-0.2274666,-0.016606868,-0.14683951,0.098582451,-0.21765136,-0.073415851,0.25772643,-0.012857871,0.0086758769,0.034321711,0.13057748,0.12613165,0.070741474,0.075958276,0.048844224,0.069741168
C37Q1,37,1,F4B12,4,12,0.010172861,0.10316503,12,0,-0.83008837,-0.0097658777,-1.3355662,-0.01748228,-0.15422237,-0.014529087,-1.7691615,0.048779362,-0.18076519,0.014579564,0.38070874,0.00091365222,0.0013414122,0.063556724,0.045608217,0.078616806,0.089230734,0.072460285,0.099573975,0.059615863
C37Q1,37,1,F6B18,6,18,0.012209912,0.14613221,0,0,-0.81407321,-0.020996181,-5.7734218,0.10010487,-0.23026126,-0.053417198,5.5378806,0.18279321,-0.87624086,-0.080029248,0.9312332,-0.0097888546,0.018754471,0.11278675,0.11310365,0.059460269,0.10428143,0.11042689,0.069737819,0.11229044
C38Q1,38,1,F1B04,1,4,0.01116656,0.070247516,2,1,0.17251577,0.0052345746,-2.578557,0.043840796,-0.14929055,0.012957235,4.1661699,-0.49286456,0.3124963,-0.25600261,2.4544031,-0.54335009,0.013627786,0.020933839,0.032476786,0.041223099,0.09954869,0.042318868,0.031742854,0.047058394
C38Q1,38,1,F1B06,1,6,0.060523081,0.10922088,18,1,0.31913841,-0.018812654,-11.561479,-0.74265431,-0.023004376,-0.0033203842,-0.73666799,-0.031835369,0.018392084,-0.21750282,-4.0196694,-0.1889652,0.019257778,0.093316884,0.070468831,0.14685509,0.065845461,0.061435249,0.09331847,0.079239276
C38Q1,38,1,F1B07,1,7,0.018141581,0.11085488,4,1,0.18287477,-0.00087667825,-1.8191878,0.068650476,-0.14598818,-0.011165814,3.3640356,-0.60951033,-0.10701301,-0.2531918,1.4932467,-0.55644418,0.022878509,0.092841524,0.11726345,0.10003775,0.10355072,0.066374542,0.042965247,0.080995412
C38Q1,38,1,F1B09,1,9,0.0061381069,0.10273867,3,0,0.17959228,-0.0017637751,-2.9492015,-0.25067496,-0.14192653,0.0021828417,5.3901501,0.29781493,0.15053905,-0.24968368,2.8428373,0.10280764,0.020930073,0.099800767,0.11996684,0.054262075,0.053922066,0.064598735,0.053835894,0.068220283
C38Q1,38,1,F1B11,1,11,0.013757769,0.19455375,12,0,0.1891174,-0.011433392,-4.6887114,-0.12405921,-0.13508551,-0.10736749,-5.62812,0.33099117,-1.9274076,-0.24474558,-3.1319775,0.081014542,0.04199302,0.17107379,0.039607462,0.16315773,0.13107678,0.16541029,0.23384712,0.15722797
C38Q1,38,1,F1B13,1,13,0.017312432,0.12142362,14,0,0.23308757,-0.015518512,-4.2768327,0.13681233,-0.093751029,-0.013158972,-1.7035117,0.096781024,-0.14541425,-0.207616,-3.6047348,0.0028405805,0.024419553,0.081265954,0.085133716,0.12157424,0.1065519,0.070218254,0.081085141,0.084768782
C38Q1,38,1,F1B17,1,17,0.0044068446,0.12235508,3,1,0.18571284,-0.0057372346,-2.0051011,0.10915591,-0.14433603,-0.019364275,5.1365504,-0.81890037,-0.25257257,-0.2512884,2.3709848,-0.55891098,0.025480166,0.095901113,0.032169487,0.11074094,0.062697467,0.093918363,0.091617284,0.10464986
C38Q1,38,1,F1B30,1,30,0.0018647786,0.14360074,4,0,0.18367808,-0.012850691,-2.0682928,-0.17114862,-0.14033648,-0.050226522,4.9860779,0.42037104,-0.84668517,-0.24856921,1.9625407,0.080292963,0.030330221,0.12694647,0.10224592,0.12177886,0.10538194,0.093064731,0.17046286,0.10635375
C38Q1,38,1,F1B45,1,45,0.0063501324,0.13100805,14,0,0.22758492,-0.012613537,-4.1299455,0.11548406,-0.098810679,-0.01733206,-1.883814,0.10629821,-0.21512579,-0.21156643,-3.7400919,0.012309761,0.026707544,0.091370448,0.049168872,0.066464647,0.12324558,0.084094252,0.11698984,0.091496206
C38Q1,38,1,F2B05,2,5,0.005349113,0.12204071,1,0,0.18378012,-0.00768658,-0.61304863,-0.17548851,-0.14035046,-0.015476193,9.9530445,0.42859126,-0.17278927,-0.24851283,3.8195259,0.080159848,0.025353947,0.093781358,0.098482089,0.063652266,0.063633905,0.084135403,0.064109573,0.09521849
C38Q1,38,1,F2B08,2,8,0.050512195,0.10017818,11,0,0.19509591,-0.012589817,-1.5970629,0.02993476,-0.11707197,-0.0074039249,-1.0317661,0.11335278,-0.053575573,-0.22878798,-2.8040994,0.03183877,0.020098649,0.058722382,0.12032865,0.078224512,0.077225922,0.06084979,0.077611796,0.069584501
C38Q1,38,1,F2B15,2,15,0.0023850705,0.077438252,4,1,0.17284095,-0.00026492043,-1.4746554,-0.1167712,-0.14798049,0.0049244396,2.5089967,-0.43076591,0.1633561,-0.25706144,0.96946099,-0.50451781,0.015301178,0.065275325,0.027767235,0.053648637,0.057326259,0.052938998,0.025946042,0.050051946
C38Q1,38,1,F2B16,2,16,0.022779027,0.09820291,3,1,0.18061357,0.0015912503,-2.1889848,0.10003495,-0.14707411,-0.0017354138,4.0891916,-0.59050819,0.062487868,-0.2537508,2.1134433,-0.56161584,0.019985744,0.0683585,0.026967803,0.078309242,0.0077218979,0.059124835,0.029016313,0.074766467
C38Q1,38,1,F2B19,2,19,0.0031245562,0.13801777,13,0,0.20908277,-0.0084730263,-2.8691516,0.041123095,-0.11287795,-0.023551484,-1.9675418,0.12984027,-0.32540078,-0.22397318,-3.6771692,0.037006272,0.028609381,0.1075182,0.11161402,0.015528074,0.12708393,0.10412839,0.19827881,0.096385236
C38Q1,38,1,F2B26,2,26,0.032021369,0.13040493,13,0,0.21219418,-0.010455799,-2.9560628,0.06095748,-0.10961344,-0.019183017,-1.8088294,0.11983475,-0.24969613,-0.22112676,-3.5886474,0.029101576,0.02681009,0.081446271,0.017414511,0.065787816,0.093647967,0.10795845,0.0369123,0.099558009
C38Q1,38,1,F2B28,2,28,0.0063300493,0.19577914,16,1,0.24138895,0.027917623,-7.0440728,-0.51755044,-0.095908525,-0.044406068,-2.7697701,-0.28557491,-0.66983969,-0.23265278,-4.7679624,-0.38342111,0.041363985,0.1540361,0.19994388,0.23048808,0.14900771,0.15984079,0.19637906,0.15466644
C38Q1,38,1,F2B40,2,40,0.0015175169,0.11517644,10,0,0.18280972,-0.0078828997,-1.114848,-0.05993161,-0.12987762,-0.01477426,-0.81427336,0.1507042,-0.17767811,-0.23972755,-2.4134393,0.061326876,0.023706159,0.077256778,-0.030049146,0.071662359,0.049201815,0.087085794,0.1061542,0.078296469
C38Q1,38,1,F2B48,2,48,0.004626089,0.13666218,3,0,0.1837031,-0.011252886,-1.5885684,-0.17228098,-0.14035962,-0.039235225,6.6326976,0.42435551,-0.63376916,-0.2485581,2.5798899,0.080069962,0.028729096,0.11774882,0.17333643,0.068854051,0.032095324,0.11364401,0.10435485,0.10259589
C38Q1,38,1,F3B06,3,6,0.048266917,0.12020428,20,1,0.35035099,-0.019723624,-16.260775,-0.78156725,0.0083662362,-0.00068469233,-0.21750736,0.010774641,0.070770626,-0.19895688,-3.7798902,-0.1564858,0.019460454,0.089486913,0.10419323,-0.017033005,0.032059116,0.080164231,0.073640141,0.083268435
C38Q1,38,1,F3B14,3,14,0.050339968,0.12077951,7,0,0.17705631,-0.0068664615,-1.7368175,-0.19738024,-0.14056291,-0.018995582,1.0001931,0.23603027,-0.24971362,-0.2489608,-0.32079408,0.094975847,0.025098564,0.086859383,0.123995,0.10748055,0.089330415,0.079065717,0.056260358,0.081610804
C38Q1,38,1,F4B02,4,2,0.017681532,0.14121993,14,0,0.22212885,-0.0093923916,-3.9746073,0.090463664,-0.10386769,-0.022664432,-2.1059931,0.11786665,-0.30641554,-0.21579995,-3.8927558,0.022930926,0.029142715,0.11475328,0.064219812,0.15413274,0.022658574,0.083810239,0.094885368,0.12152046
C38Q1,38,1,F4B10,4,10,0.010839959,0.054793514,6,0,0.15600518,-0.0027754275,-1.2129851,-0.0887,-0.13946705,0.015813926,1.2591393,0.13476896,0.34697647,-0.24938464,-0.23816549,0.060741488,0.010078303,0.035018451,-0.0039995648,0.0073464456,0.070426037,0.014171202,-0.015847003,0.015312304
C38Q1,38,1,F4B12,4,12,0.0045394197,0.11932127,12,0,0.20246249,-0.011001271,-2.1462451,0.034361669,-0.11503951,-0.015170784999999999,-1.471529,0.12147367,-0.18323086,-0.22627159,-3.2362883,0.034598813,0.024400766,0.093712936,0.063476608,0.098841741,0.11398246,0.08970003,0.14914577,0.082256714
C38Q1,38,1,F6B18,6,18,0.02323573,0.13612701,0,0,0.18390845,-0.0097661757,1.6152359,-0.12548281,-0.14000143,-0.039569916,12.727206,0.48352123,-0.6425828,-0.24829631,3.9985062,0.066532738,0.028604052,0.10360483,0.14176239,0.045718769,0.10736504,0.091754358,0.17704032,0.10731966
C39Q1,39,1,F1B04,1,4,0.011593147,0.099456358,2,1,-0.052861878,0.071461523,1.7155877,-0.93516212,-0.21143767,-0.0076869057,2.9483656,-0.6022779,-0.04481333,-0.38898324,-2.4614716,-0.37321127,-0.0042243757,0.064642613,0.15488506,-0.022710838,0.024772218,0.056721697,0.041394784,0.067128027
C39Q1,39,1,F1B06,1,6,0.0045910231,0.15901139,18,1,-0.27753196,0.021636566,-3.3932195,-0.81638715,-0.074626797,-0.014625591,-2.0073047,-0.11846273,-0.14054407,-0.59377247,-11.934143,-0.72478899,0.022835579,0.11905397,0.21277852,0.098776052,0.14983556,0.1275859,0.13300304,0.10649329
C39Q1,39,1,F1B07,1,7,0.029639939,0.11662316,4,1,-0.052502996,0.052381611,2.0552662,-0.95681239,-0.20864098,-0.021861534,1.278013,-0.59214476,-0.30147059,-0.39896274,-3.0890133,-0.38700414,-0.00070021636,0.085571743,0.071584952,0.019647466,0.042932159,0.079281916,0.033399386,0.089318775
C39Q1,39,1,F1B09,1,9,0.02043653,0.079715651,3,0,-0.022906752,0.062207153,1.3048433,0.048620563,-0.22038169,0.0040416828,2.0356875,0.15703624,0.16067816,-0.25640304,-3.1453191,-0.11293289,-0.0091630082,0.041099155,0.020437321,0.029510753,-0.010880382,0.050798981,0.14232149,0.052958991
C39Q1,39,1,F1B11,1,11,0.020121417,0.17109244,12,0,-0.051679246,-0.037546366,0.80993111,0.10156506,-0.20446015,-0.064369652,-4.724016,0.16539176,-1.0661473,-0.34513104,-4.331995,-0.11474248,0.0056707057,0.14075066,0.074694644,0.17128571,0.11951824,0.13307781,0.094195152,0.1268701
C39Q1,39,1,F1B13,1,13,0.0084074297,0.11851384,14,0,-0.18626248,0.031288483,0.20098972,0.030200409,-0.13928268,-0.016562207,-2.9023067,0.057710477,-0.20742301,-0.44175743,-6.2085427,-0.04745947,0.0050981946,0.098656872,0.12198778,0.13166915,0.096058327,0.072989539,0.013005636,0.077487126
C39Q1,39,1,F1B17,1,17,0.0077840764,0.15261383,3,1,-0.046612248,-0.014230401,2.1130656,-1.0072355,-0.21003817,-0.059032176,2.7257875,-0.73397682,-0.98503167,-0.35507983,-3.0555235,-0.35811324,0.0042220321,0.10268284,0.17613406,0.093163855,0.14611894,0.099270044,0.081529608,0.11653721
C39Q1,39,1,F1B30,1,30,0.00059975722,0.14442166,4,0,-0.032010226,0.0018573057,1.7614221,0.095244095,-0.21510959,-0.050576833,1.7516969,0.23638781,-0.8293787,-0.29803319,-3.4699058,-0.11430144,-0.002235768,0.11284539,0.15479305,0.0062930336,0.06584482,0.11521185,0.13565015,0.10793603
C39Q1,39,1,F1B45,1,45,0.0012622616,0.14649351,14,0,-0.10910466,0.0091217665,0.42854567,0.062165639,-0.17601946,-0.03477402,-4.1268216,0.095352113,-0.52363399,-0.40568515,-5.4828521,-0.078681719,0.0062967982,0.12856476,0.14658293,0.14164076,0.13137188,0.099499462,0.070550008,0.10389508
C39Q1,39,1,F2B05,2,5,0.067369879,0.12616506,1,0,-0.02981187,0.026046028,1.7409405,0.08651682,-0.21615542,-0.031570544,5.0129509,0.24400131,-0.47882398,-0.29184391,-3.0280839,-0.11099805,-0.0055275489,0.089607423,0.035943484,0.095838681,0.070777254,0.088321376,0.092868557,0.080921431
C39Q1,39,1,F2B08,2,8,0.028455116,0.087444636,11,0,-0.13419705,0.047789061,1.7841275,0.019310695,-0.16718295,-0.0082300272,-2.1384015,0.059894722,-0.075508296,-0.40462722,-4.5019217,-0.050952571,-0.0013347798,0.051994389,0.045411817,0.055599876,0.058390426,0.039962627,0.06834347,0.046640204
C39Q1,39,1,F2B15,2,15,0.023415113,0.11197704,4,1,-0.05365478,0.058195825,2.0222958,-0.94642669,-0.20840894,-0.01833305,1.2100107,-0.57300581,-0.23815421,-0.40674772,-3.0376373,-0.39604379,-0.0010843775,0.083926961,0.047800916,0.10771224,0.081033496,0.082464543,0.033320698,0.08395422
C39Q1,39,1,F2B16,2,16,0.014431835,0.13917171,3,1,-0.04754207,0.012485331,2.0984938,-0.99791076,-0.21013219,-0.043852977,2.599416,-0.701969,-0.70412543,-0.36161021,-3.0148415,-0.35736183,0.0016250734,0.10107341,0.14293027,0.046430871,0.090422928,0.1051552,0.16300009,0.10168011
C39Q1,39,1,F2B19,2,19,0.016066831,0.11506413,13,0,-0.14694188,0.034941246,0.94943888,0.033087432,-0.15917294,-0.017492174,-2.9275583,0.066906712,-0.22607267,-0.42252853,-5.467103,-0.055897795,0.0028825754,0.082365239,0.019307875,0.094733225,0.071281965,0.083228835,0.12557576,0.078744619
C39Q1,39,1,F2B26,2,26,0.019279856,0.14273735,13,0,-0.088365139,0.011734782,0.98362669,0.064595301,-0.18638332,-0.035036528,-3.9192532,0.10513199,-0.53109681,-0.3877984,-4.907266,-0.085787626,0.0040454552,0.10708742,0.10192601,0.13045377,0.11454858,0.1035443,0.14175511,0.089890881
C39Q1,39,1,F2B28,2,28,0.0090848998,0.19740194,16,1,-0.0729748,-0.0261084,-1.7825795,-1.002981,-0.16440368,-0.05744279,-4.970076,-0.38812674,-0.90817914,-0.50423766,-8.5311738,-0.54748651,0.024045581,0.16921968,0.17509906,0.23436181,0.11977698,0.17434314,0.12374403,0.16297961
C39Q1,39,1,F2B40,2,40,0.0042085544,0.10927218,10,0,-0.068758523,0.042180578,2.1640629,0.044545231,-0.19766305,-0.018053162,-2.3172079,0.100879,-0.23814559,-0.35449378,-3.7652461,-0.084608937,-0.0026897967,0.087064752,0.047405019,0.0011369319,0.074197781,0.079905193,0.15168888,0.067525791
C39Q1,39,1,F2B48,2,48,0.027715886,0.10053842,3,0,-0.024569583,0.048581871,1.5029285,0.067973888,-0.21903793,-0.0088216336,2.3615565,0.18933655,-0.064702284,-0.27095041,-3.2796887,-0.11561093,-0.0091198036,0.055155594,0.052731695,-0.013886806,0.058177444,0.074284529,0.056613303,0.059847791
C39Q1,39,1,F3B06,3,6,0.0049721698,0.13203041,20,1,-0.58550409,0.013951951,-7.0949981,-0.64045374,0.046076376,0.006065103,0.97045452,0.073959606,0.21161088,-0.57650323,-12.918241,-0.69986758,0.019778567,0.090150953,0.12132155,0.12819019,0.10880246,0.087946027,0.076689527,0.087963739
C39Q1,39,1,F3B14,3,14,0.017834128,0.15954994,7,0,-0.035528159,-0.023257888,1.5923228,0.10156063,-0.21334788,-0.064214801,-1.259227,0.22145322,-1.0780099,-0.30737743,-3.7926145,-0.11764703,0.0008998652,0.11957461,0.14304834,0.044877166,0.15437713,0.14167739,0.10000412,0.12276598
C39Q1,39,1,F4B02,4,2,0.0081033133,0.15077684,14,0,-0.10093743,0.0036565152,0.40106952,0.067583847,-0.17984773,-0.038185419,-4.3162585,0.10170292,-0.58425088,-0.40023146,-5.3836889,-0.083314351,0.0065659378,0.095223723,0.10820875,0.14499532,0.16041112,0.10739943,0.11841177,0.11964743
C39Q1,39,1,F4B10,4,10,0.0062235595,0.11359123,6,0,-0.031738938,0.038196557,2.0029301,0.069350165,-0.21576309,-0.020514268,-0.16947707,0.16717224,-0.27814507,-0.29047858,-3.3081034,-0.11348864,-0.0068872131,0.077547635,0.065220849,0.085520829,0.10356338,0.077763967,0.11414182,0.085147713
C39Q1,39,1,F4B12,4,12,0.025578613,0.099494767,12,0,-0.14543763,0.042650889,1.3968686,0.024290939,-0.16090318,-0.012009171,-2.4745024,0.061229289,-0.13638018,-0.41669755,-5.0185434,-0.051402122,0.00055091769,0.06163202,0.085546465,0.068018519,0.038252666,0.060483598,0.13240042,0.064092671
C39Q1,39,1,F6B18,6,18,0.0079096395,0.12708968,0,0,-0.030788677,0.02565156,1.8401305,0.085384538,-0.215705,-0.032672163,6.2687579,0.25221663,-0.49938351,-0.2947234,-2.7944791,-0.10910017,-0.0050986918,0.087103512,0.079936449,0.078434078,0.098605999,0.098881005,0.089873138,0.091398277
C40Q1,40,1,F1B04,1,4,0.017229251,0.088146392,2,1,0.004410225,0.04811806,-6.8868935,0.059262562,-0.25485183,-0.0017883866,5.2163742,-0.71875893,0.053000876,0.096640122,4.7405902,-0.57793007,-0.011945263,0.06070564,0.10087653,0.07377772,-0.02198776,0.058918596,0.076982812,0.059366117
C40Q1,40,1,F1B06,1,6,0.084230475,0.10234973,18,1,0.11010086,0.037829794,-9.1308348,-0.65644594,0.074235203,0.0075974243,1.5132064,0.097183064,0.21320761,-0.24726364,-5.9809831,-0.44288897,0.0037907357,0.062124787,-0.0010478754,0.019809501,0.071260316,0.047099301,0.10673775,0.061118139
C40Q1,40,1,F1B07,1,7,0.0068487562,0.11839571,4,1,8.3762368e-05,0.042438624,-3.6214334,-0.018909902,-0.24041167,-0.028134529,3.5193313,-0.69889514,-0.42561469,0.088987467,3.7536947,-0.60133459,-0.0052224472,0.063322588,0.15595725,0.18037874,0.1102369,0.096058861,0.070495707,0.093386613
C40Q1,40,1,F1B09,1,9,0.010252117,0.11489074,3,0,0.00287796,0.040469004,-5.1717442,-0.080254665,-0.27416838,-0.024131351,4.0537197,0.22455069,-0.34098077,0.16973441,1.7820065,0.053872199,-0.0086039007,0.10066796,0.071856967,0.007637058,0.086876393,0.091615736,0.037407447,0.090377675
C40Q1,40,1,F1B11,1,11,0.029565166,0.17188944,12,0,-0.038582398,0.04725205,3.4124443,0.13630431,-0.22637019,-0.062011903,-2.7225118,0.1371467,-1.0221938,0.2020375,1.8145441,0.031187441,-0.01237277,0.11787564,0.20013032,0.12120547,0.16796533,0.15070248,0.17077365,0.12299774
C40Q1,40,1,F1B13,1,13,0.0040641476,0.13946711,14,0,-0.076018361,0.044843531,0.32146447,0.15970379,-0.14643798,-0.026008838,-1.9128203,0.09723675,-0.37175832,0.12622685,1.6612535,-0.057470491,-0.01185842,0.10339883,0.11623473,0.05337729,0.064965957,0.10415731,0.055826856,0.10084036
C40Q1,40,1,F1B17,1,17,0.01339951,0.12348167,3,1,0.0023393142,0.042188279,-5.5516989,0.13354182,-0.25202981,-0.033804895,4.4925111,-0.79787942,-0.52868133,0.10742022,4.1921408,-0.62272087,-0.0049778897,0.10334769,0.12155512,0.066932552,0.12318383,0.10803956,0.071874843,0.086812758
C40Q1,40,1,F1B30,1,30,0.0066638485,0.11611464,4,0,-0.001519903,0.042201304,-3.4811695,-0.046864295,-0.27391534,-0.027382631,2.6859155,0.19995843,-0.4057223,0.17859544,1.0247129,0.045827264,-0.0084089347,0.077159916,0.1084331,0.10595427,0.083519204,0.090418751,0.16188947,0.090843608
C40Q1,40,1,F1B45,1,45,0.00089073546,0.17869717,14,0,-0.043685085,0.041040879,1.9418403,0.19577151,-0.18805917,-0.053680551,-2.7785882,0.12711361,-0.85688958,0.16961915,2.3114674,0.0085056528,-0.015017918,0.14119513,0.16272791,0.12875415,0.12232805,0.14900307,0.13977552,0.13625993
C40Q1,40,1,F2B05,2,5,0.0054759093,0.11800065,1,0,0.0042088849,0.039531081,-8.384219,-0.16037349,-0.27158223,-0.024695768,7.8813495,0.28124457,-0.34622141,0.16037442,3.7923675,0.067279022,-0.0084007586,0.10027228,0.14808747,0.10772705,0.083090283,0.10648085,0.15073599,0.083514226
C40Q1,40,1,F2B08,2,8,0.0064223789,0.12308761,11,0,-0.10096929,0.04575376,2.7853976,0.11303148,-0.21410954,-0.029613149,-1.6985133,0.10974582,-0.45078207,0.18970764,1.6894386,0.0049774873,-0.0091136675,0.088662965,0.0374325,0.088615099,0.11253639,0.074647963,0.11582001,0.090437087
C40Q1,40,1,F2B15,2,15,0.0039911577,0.10600219,4,1,-0.0014288168,0.045888061,-3.4007519,-0.070755522,-0.23645513,-0.017408978,3.4808406,-0.65377956,-0.23237551,0.078521405,3.8165724,-0.58282705,-0.0073336515,0.069926206,-0.017335478,0.07439929,0.080145638,0.083974158,0.069684456,0.073042082
C40Q1,40,1,F2B16,2,16,0.0049525783,0.13644186,3,1,0.0016975574,0.041449258,-5.7201863,0.24657144,-0.25424259,-0.048204198,4.5593865,-0.87705314,-0.79630547,0.11593428,4.1064948,-0.64376144,-0.0025605324,0.10837524,0.11301869,0.11347316,0.081334717,0.10370198,0.11607187,0.096297562
C40Q1,40,1,F2B19,2,19,0.037414819,0.12256128,13,0,-0.10590535,0.044473409,1.3092069,0.1351666,-0.15892193,-0.022053121,-1.7833003,0.094765167,-0.31151924,0.13320192,1.5713732,-0.041541133,-0.0088324128,0.092572185,0.074146406,0.10255052,0.070563412,0.069767116,0.083956696,0.087430367
C40Q1,40,1,F2B26,2,26,0.015812455,0.11176892,13,0,-0.11557761,0.042887445,0.95583523,0.12309576,-0.14463457,-0.016717738,-1.5926213,0.086882907,-0.22137846,0.11663701,1.2778691,-0.058355793,-0.0071720774,0.082940917,0.11618678,0.034006296,0.11101169,0.084872336,0.093464728,0.067614663
C40Q1,40,1,F2B28,2,28,0.0022520464,0.19287315,16,1,-0.020435618,-0.054575235,-3.9939317,-1.023054,-0.0831607,-0.04752258,-1.1309742,-0.2188787,-0.72938901,-0.057076375,-3.9939043,-0.69998373,0.012900489,0.14473523,0.17339323,0.13151333,0.17989566,0.1585438,0.16118592,0.15699337
C40Q1,40,1,F2B40,2,40,0.0058220288,0.12218667,10,0,-0.086580675,0.045947412,2.7933638,0.095636677,-0.23212918,-0.031361112,-1.4209215,0.11536564,-0.4838189,0.20595956,1.370238,0.011709615,-0.0092004553,0.084776654,0.067137265,0.095489171,0.092145697,0.092052393,0.17248161,0.085837383
C40Q1,40,1,F2B48,2,48,0.014235661,0.13056253,3,0,0.004311023,0.048581189,-5.4136616,-0.12846462,-0.27193743,-0.045754841,4.2947226,0.26057821,-0.75626473,0.16519603,2.1976633,0.063962432,-0.0060751421,0.10944389,0.13017677,0.13481061,0.071071837,0.10794251,0.079838096,0.098596544
C40Q1,40,1,F3B06,3,6,0.0046105524,0.16496597,20,1,0.087813058,0.014829343,-11.218194,-0.82960326,0.00064450274,-0.0073749348,-0.19874275,-0.010508873,-0.0116608,-0.1118754,-5.175887,-0.41053778,-0.0025961148,0.11460821,0.14596137,0.11400065,0.088631945,0.11909378,0.099345812,0.14243295
C40Q1,40,1,F3B14,3,14,0.029772371,0.12941258,7,0,-0.021766042,0.047287215,0.76230721,0.022289916,-0.26540535,-0.040775801,-0.10415319,0.15595811,-0.65588268,0.20500545,0.2534818,0.030412064,-0.0084569457,0.093817652,0.19064695,0.14314006,0.090226407,0.083817688,0.17027902,0.097364024
C40Q1,40,1,F4B02,4,2,0.017699021,0.14114997,14,0,-0.074969884,0.044846187,0.39416048,0.16178824,-0.1485635,-0.026994634,-1.9482282,0.09856773,-0.38870184,0.12848272,1.704601,-0.054231715,-0.012071757,0.10763172,0.2108695,0.13035868,0.084470077,0.11204252,0.097878943,0.10587141
